sample_id,height,width,bbox,dice,iou,infer_ms
benign_1,471,562,"[288, 134, 338, 159]",0.9516957862284086,0.9078431372558055,3379.433833004441
benign_10,585,683,"[24, 67, 232, 263]",0.9812592899063759,0.9632080863993373,3103.8707080006134
benign_100,473,323,"[28, 107, 298, 221]",0.7050997782706268,0.5445205479454841,2486.669250007253
benign_101,473,563,"[438, 172, 536, 222]",0.9625310173697735,0.9277684764412155,2116.488790983567
benign_102,610,634,"[264, 53, 449, 177]",0.978447931374383,0.9578052469618955,2846.316500013927
benign_103,585,766,"[27, 157, 368, 344]",0.9772943159184947,0.955596836049865,2617.482250003377
benign_104,578,777,"[603, 60, 691, 113]",0.9540379122306492,0.9121151936447067,2230.3176670102403
benign_105,581,882,"[420, 155, 548, 244]",0.963522727272748,0.9296129810328587,2402.0942919887602
benign_106,716,808,"[226, 174, 356, 285]",0.9743365921787821,0.9499574468085532,2313.3681250037625
benign_107,616,759,"[373, 232, 502, 327]",0.9408897645961107,0.8883775580144048,2184.0968339820392
benign_108,582,769,"[546, 99, 738, 206]",0.6867681717856845,0.5229603463995426,2444.746374996612
benign_109,470,562,"[53, 87, 273, 251]",0.9416857084471304,0.8897977812105429,2556.0911250067875
benign_11,587,689,"[367, 132, 438, 169]",0.9052910052912558,0.8269695505083279,2132.3005000012927
benign_110,468,555,"[79, 31, 390, 173]",0.9487446681394482,0.9024873780762067,2916.1015420104377
benign_111,477,315,"[167, 145, 230, 189]",0.898855835240506,0.816292601829525,2838.999458006583
benign_112,612,652,"[170, 109, 269, 173]",0.98019001415001,0.9611496531219799,2044.9394159950316
benign_113,695,810,"[380, 157, 622, 277]",0.9610780589205168,0.9250724437698703,2359.375750005711
benign_114,575,757,"[199, 92, 419, 237]",0.9167491166077935,0.8462943632568518,2152.4073329928797
benign_115,469,554,"[278, 170, 375, 223]",0.8900658829609998,0.8019087523282078,2190.704416978406
benign_116,588,766,"[94, 53, 199, 118]",0.9409735530855299,0.8885269634457319,2364.1937499924097
benign_117,688,806,"[587, 124, 732, 251]",0.9307909604520046,0.8705416116249299,2303.826499992283
benign_118,620,653,"[224, 94, 321, 174]",0.9224890829694927,0.8561296859171282,2164.6467500249855
benign_119,585,762,"[165, 226, 274, 283]",0.9697510661509772,0.9412783981518266,2014.784833008889
benign_12,571,678,"[343, 178, 420, 221]",0.9013495533170475,0.8204152249141162,2171.8684999796096
benign_120,695,808,"[71, 165, 126, 206]",0.9428339203469444,0.8918503331630351,2383.4898750064895
benign_121,610,646,"[256, 46, 432, 167]",0.9594505651738562,0.9220614927672174,2328.080334002152
benign_122,577,774,"[152, 150, 300, 279]",0.9367711166586175,0.8810625175218103,2420.705915981671
benign_123,610,648,"[292, 115, 512, 250]",0.9610335964751329,0.9249900605204201,2439.1211659822147
benign_124,614,645,"[216, 201, 370, 258]",0.9697051118425676,0.941191811187976,2103.4512909827754
benign_125,578,756,"[219, 162, 310, 239]",0.9488491048593896,0.9026763990269613,2254.3869169894606
benign_126,570,771,"[244, 150, 346, 228]",0.9100678733032522,0.8349766476391023,2097.430833004182
benign_127,476,558,"[183, 68, 256, 143]",0.9596956366663182,0.9225142857144628,2059.769374987809
benign_128,475,549,"[175, 48, 241, 120]",0.9636771892749126,0.9299005862861843,2182.947499997681
benign_129,587,775,"[187, 161, 323, 224]",0.9575949367088943,0.9186399514269602,2475.909957982367
benign_13,571,678,"[182, 107, 536, 304]",0.9687579724081119,0.9394089326152849,2270.76099999249
benign_130,474,558,"[41, 62, 226, 167]",0.9796702740973063,0.9601506740682262,2296.3177080091555
benign_131,435,587,"[13, 49, 333, 309]",0.921339969977094,0.8541523226345379,2115.470542019466
benign_132,483,552,"[293, 68, 396, 147]",0.9382596013612556,0.8836996336998112,2086.1969999969006
benign_133,342,369,"[181, 100, 230, 128]",0.8766355140192681,0.7803660565742067,2190.092625009129
benign_134,345,378,"[221, 59, 278, 84]",0.9411276948592823,0.8888018794057259,2383.2763750106096
benign_135,582,776,"[203, 60, 335, 164]",0.934017802477307,0.8762039409738657,2298.77383299754
benign_136,581,886,"[170, 157, 352, 264]",0.9664092421673992,0.9350018223788513,2409.7760420117993
benign_137,578,777,"[126, 191, 229, 264]",0.9375406032483178,0.882424877708102,2177.5626660091802
benign_138,600,766,"[414, 79, 483, 114]",0.9362596310998453,0.8801580333631248,2255.5925420019776
benign_139,468,563,"[304, 51, 448, 143]",0.9522892494343305,0.9089238121497023,2172.4958330160007
benign_14,531,699,"[511, 149, 621, 202]",0.9572222852604593,0.9179542981503418,2155.775708000874
benign_140,591,452,"[95, 174, 393, 387]",0.9502974477067792,0.9053016453382267,2143.1366250035353
benign_141,471,567,"[44, 35, 565, 380]",0.951635407093773,0.9077332576214707,2244.923624995863
benign_142,582,785,"[289, 124, 369, 189]",0.9744509188704903,0.950174825174934,2427.349042001879
benign_143,467,554,"[261, 126, 317, 156]",0.9629090909092258,0.928471248247346,2186.0977499745786
benign_144,580,770,"[188, 102, 234, 132]",0.9703763010409513,0.9424572317267305,2211.0770829895046
benign_145,574,779,"[439, 265, 559, 349]",0.8869151058763681,0.7968081415522182,2350.715582986595
benign_146,594,449,"[136, 112, 181, 152]",0.9031339031342481,0.8233766233777703,2040.5106249963865
benign_147,463,564,"[94, 105, 168, 172]",0.7390096420988086,0.5860549507527577,2375.504582974827
benign_148,463,567,"[163, 67, 293, 171]",0.9720957489969922,0.9457065169722431,2284.1729579959065
benign_149,468,557,"[118, 130, 274, 209]",0.9481372438002785,0.9013887393692525,2424.3455410178285
benign_15,526,701,"[227, 128, 293, 189]",0.9187045604760101,0.8496332518342004,2374.451332987519
benign_150,570,671,"[417, 204, 473, 242]",0.9157488986786461,0.8445911630277065,2309.6059579984285
benign_151,469,560,"[336, 132, 399, 179]",0.9664400087739276,0.9350594227507001,2327.3001670022495
benign_152,471,555,"[151, 27, 488, 287]",0.950302968582926,0.9053116662624455,3517.371791007463
benign_153,574,772,"[401, 106, 461, 160]",0.9559114630196942,0.9155463633232832,2387.71574999555
benign_154,464,556,"[271, 120, 333, 163]",0.8957508577463823,0.8111854684521453,2396.0766670061275
benign_155,583,783,"[64, 178, 392, 437]",0.9702010050251281,0.9421265798077486,2324.5199999946635
benign_156,581,887,"[414, 158, 552, 246]",0.9593296327925067,0.9218381372449258,2469.9815830099396
benign_157,465,567,"[302, 46, 447, 143]",0.9598078166867043,0.9227216201812731,2120.215458999155
benign_158,464,556,"[84, 34, 393, 178]",0.9675633133766243,0.9371647926819479,2190.1798750041053
benign_159,574,696,"[544, 152, 614, 210]",0.898564747621515,0.8158125915085921,2143.1687920121476
benign_16,462,558,"[328, 128, 386, 172]",0.9352743561031684,0.8784181741696322,2421.1270829837304
benign_160,585,624,"[136, 146, 207, 205]",0.9524080125018435,0.9091402224032842,2919.742292026058
benign_161,463,568,"[397, 81, 464, 138]",0.9377059986817111,0.8827179646295913,2350.9889589913655
benign_162,470,549,"[73, 156, 118, 188]",0.9221460266239526,0.8555389221567699,2404.1889169893693
benign_163,576,779,"[205, 169, 596, 223]",0.6221669834773927,0.4515547065696152,2640.049374982482
benign_164,470,560,"[0, 21, 380, 169]",0.9180864018556198,0.8485764514192933,2250.348875008058
benign_165,464,558,"[433, 127, 495, 158]",0.8330379298127152,0.71385176184864,2169.9831250007264
benign_166,471,555,"[333, 107, 399, 160]",0.9302659956866818,0.8696236559144166,1953.5529169952497
benign_167,463,566,"[260, 140, 325, 185]",0.9422291383000541,0.8907686649507511,2298.7514160049614
benign_168,471,557,"[178, 153, 343, 248]",0.9773729782715335,0.9557472641585144,2310.8612920041196
benign_169,469,561,"[86, 218, 142, 248]",0.9386064030134139,0.8843151171051503,2399.6114159817807
benign_17,463,558,"[314, 103, 417, 161]",0.8866001734606606,0.7962999026294132,2397.9784169932827
benign_170,468,564,"[278, 151, 456, 239]",0.9600319744204796,0.9231360491929876,2419.475542003056
benign_171,463,566,"[379, 124, 435, 153]",0.8723228995062919,0.7735573411265627,2301.4804999984335
benign_172,589,619,"[112, 127, 229, 215]",0.8780457013004178,0.7826038033084476,2238.4223339904565
benign_173,573,726,"[47, 14, 621, 160]",0.8065109310086683,0.6757589591418013,3992.581083002733
benign_174,490,556,"[108, 80, 337, 225]",0.9736784338767988,0.9487069803616766,3687.499083025614
benign_175,573,765,"[202, 152, 400, 300]",0.9110433899289143,0.8366204690832282,2906.7012919986155
benign_176,487,715,"[242, 109, 352, 165]",0.8154158215012344,0.6883561643841895,2941.417124995496
benign_177,470,562,"[69, 102, 145, 147]",0.9493736056290555,0.9036262659264828,3059.9125000007916
benign_178,576,772,"[264, 222, 513, 388]",0.9740697218958129,0.9494502138057577,3214.9949579907116
benign_179,468,422,"[128, 39, 164, 69]",0.9528403001074338,0.9099283520991819,2705.263540992746
benign_18,469,564,"[175, 26, 469, 276]",0.9577484172859937,0.9189224877855693,2385.575374995824
benign_180,600,763,"[423, 185, 540, 301]",0.9576240817058065,0.9186935969059573,2329.659959010314
benign_181,455,733,"[278, 121, 507, 284]",0.9365160911526299,0.8806114350781958,2145.982542017009
benign_182,463,555,"[333, 61, 393, 123]",0.8046770174433493,0.6731879409888608,2435.4233749909326
benign_183,683,916,"[321, 216, 405, 286]",0.9584816132859285,0.9202733485195272,2272.8165830194484
benign_184,487,349,"[72, 83, 342, 189]",0.9219497078094736,0.8552010184387273,2279.0063339925837
benign_185,592,752,"[354, 202, 430, 253]",0.8545423321314537,0.7460269865075082,2240.4814169858582
benign_186,574,741,"[297, 178, 516, 364]",0.9490620781679184,0.9030619777364683,2197.5876659853384
benign_187,574,730,"[203, 139, 344, 198]",0.9266247379455518,0.8632812500002054,2270.931875013048
benign_188,600,655,"[69, 150, 653, 530]",0.9523395533344479,0.9090154700079736,2181.338416005019
benign_189,465,544,"[192, 91, 271, 127]",0.9550218340612335,0.9139155871294864,2180.4231669811998
